"eventversion","useridentity","eventtime","eventsource","eventname","awsregion","sourceipaddress","useragent","requestparameters","responseelements","requestid","eventid","readonly","eventtype","managementevent","recipientaccountid","eventcategory","tlsdetails","resources","sharedeventid","errorcode","errormessage","sessioncredentialfromconsole","additionaleventdata","vpcendpointid","region","year","month","day"
"1.08","{""type"": ""AssumedRole"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS:29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""arn"": ""arn:aws:sts::022318916157:assumed-role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa/29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""accountId"": ""022318916157"", ""accessKeyId"": ""ASIAQKMSPUI6RMNA6H2Z"", ""sessionContext"": {""sessionIssuer"": {""type"": ""Role"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS"", ""arn"": ""arn:aws:iam::022318916157:role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa"", ""accountId"": ""022318916157"", ""userName"": ""AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa""}, ""webIdFederationData"": {}, ""attributes"": {""creationDate"": ""2023-07-13T15:47:03Z"", ""mfaAuthenticated"": ""false""}}}","2023-07-13T15:54:08Z","organizations.amazonaws.com","DescribeOrganization","us-east-1","129.205.124.157","AWS Internal",,,"fe9174d7-8094-4c64-ad70-8c2ce4bd99ba","6ae31085-2516-4a5c-9f50-b16e58bcbbfc","true","AwsApiCall","true","022318916157","Management",,,,"AccessDenied","User: arn:aws:sts::022318916157:assumed-role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa/29e32d98-34dc-411a-a712-8c6fb0d3e559 is not authorized to perform: organizations:DescribeOrganization on resource: * with an explicit deny in a service control policy","true",,,"us-east-1","2023","07","13"
"1.08","{""type"": ""AssumedRole"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS:29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""arn"": ""arn:aws:sts::022318916157:assumed-role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa/29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""accountId"": ""022318916157"", ""accessKeyId"": ""ASIAQKMSPUI6ZFRIFQBX"", ""sessionContext"": {""sessionIssuer"": {""type"": ""Role"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS"", ""arn"": ""arn:aws:iam::022318916157:role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa"", ""accountId"": ""022318916157"", ""userName"": ""AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa""}, ""webIdFederationData"": {}, ""attributes"": {""creationDate"": ""2023-07-13T15:47:03Z"", ""mfaAuthenticated"": ""false""}}}","2023-07-13T15:54:12Z","notifications.amazonaws.com","ListNotificationHubs","us-east-1","129.205.124.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",,,"ab461fc9-ba31-41f8-9792-b6a78996cb68","424bd1c7-527a-4897-8432-239690dfd9f9","true","AwsApiCall","true","022318916157","Management",,,,"AccessDenied",,,,,"us-east-1","2023","07","13"
"1.08","{""type"": ""AssumedRole"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS:29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""arn"": ""arn:aws:sts::022318916157:assumed-role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa/29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""accountId"": ""022318916157"", ""accessKeyId"": ""ASIAQKMSPUI6ZFRIFQBX"", ""sessionContext"": {""sessionIssuer"": {""type"": ""Role"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS"", ""arn"": ""arn:aws:iam::022318916157:role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa"", ""accountId"": ""022318916157"", ""userName"": ""AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa""}, ""webIdFederationData"": {}, ""attributes"": {""creationDate"": ""2023-07-13T15:47:03Z"", ""mfaAuthenticated"": ""false""}}}","2023-07-13T15:54:12Z","notifications.amazonaws.com","ListNotificationHubs","us-east-1","129.205.124.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",,,"a91bcec1-1150-4b2e-a8df-3bb25bbe14ac","ef42c884-2754-4730-9711-7f1b1d73b780","true","AwsApiCall","true","022318916157","Management",,,,"AccessDenied",,,,,"us-east-1","2023","07","13"
"1.09","{""type"": ""AssumedRole"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS:29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""arn"": ""arn:aws:sts::022318916157:assumed-role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa/29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""accountId"": ""022318916157"", ""accessKeyId"": ""ASIAQKMSPUI6RMNA6H2Z"", ""sessionContext"": {""sessionIssuer"": {""type"": ""Role"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS"", ""arn"": ""arn:aws:iam::022318916157:role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa"", ""accountId"": ""022318916157"", ""userName"": ""AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa""}, ""attributes"": {""creationDate"": ""2023-07-13T15:47:03Z"", ""mfaAuthenticated"": ""false""}}}","2023-07-13T15:55:46Z","cloudtrail.amazonaws.com","GetTrailStatus","us-east-1","129.205.124.157","AWS Internal",,,"60af3c5d-6d91-41ad-99af-62c81a7e7375","d4bbe005-4bb8-454b-aa97-940b9a096981","true","AwsApiCall","true","022318916157","Management",,,,"AccessDenied","User: arn:aws:sts::022318916157:assumed-role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa/29e32d98-34dc-411a-a712-8c6fb0d3e559 is not authorized to perform: cloudtrail:GetTrailStatus on resource: arn:aws:cloudtrail:us-east-1:372057409295:trail/AWSLabs-CloudtrailSubaccountAudit with an explicit deny in a service control policy","true",,,"us-east-1","2023","07","13"
"1.08","{""type"": ""AssumedRole"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS:29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""arn"": ""arn:aws:sts::022318916157:assumed-role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa/29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""accountId"": ""022318916157"", ""accessKeyId"": ""ASIAQKMSPUI64ZA7NBY6"", ""sessionContext"": {""sessionIssuer"": {""type"": ""Role"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS"", ""arn"": ""arn:aws:iam::022318916157:role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa"", ""accountId"": ""022318916157"", ""userName"": ""AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa""}, ""webIdFederationData"": {}, ""attributes"": {""creationDate"": ""2023-07-13T15:47:03Z"", ""mfaAuthenticated"": ""false""}}}","2023-07-13T15:57:15Z","notifications.amazonaws.com","ListNotificationHubs","us-east-1","129.205.124.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",,,"b9b9422d-3487-401f-a5b4-221489e6f561","d41fb78e-56de-4a24-bb75-8acaa36c37fe","true","AwsApiCall","true","022318916157","Management",,,,"AccessDenied",,,,,"us-east-1","2023","07","13"
"1.08","{""type"": ""AssumedRole"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS:29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""arn"": ""arn:aws:sts::022318916157:assumed-role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa/29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""accountId"": ""022318916157"", ""accessKeyId"": ""ASIAQKMSPUI64ZA7NBY6"", ""sessionContext"": {""sessionIssuer"": {""type"": ""Role"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS"", ""arn"": ""arn:aws:iam::022318916157:role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa"", ""accountId"": ""022318916157"", ""userName"": ""AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa""}, ""webIdFederationData"": {}, ""attributes"": {""creationDate"": ""2023-07-13T15:47:03Z"", ""mfaAuthenticated"": ""false""}}}","2023-07-13T15:57:13Z","notifications.amazonaws.com","ListNotificationHubs","us-east-1","129.205.124.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",,,"f3352ff7-98a3-42c0-a388-41060ea0594f","cdd67dc6-4762-4747-b8a2-5b67489447cb","true","AwsApiCall","true","022318916157","Management",,,,"AccessDenied",,,,,"us-east-1","2023","07","13"
"1.08","{""type"": ""AssumedRole"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS:29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""arn"": ""arn:aws:sts::022318916157:assumed-role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa/29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""accountId"": ""022318916157"", ""accessKeyId"": ""ASIAQKMSPUI64ZA7NBY6"", ""sessionContext"": {""sessionIssuer"": {""type"": ""Role"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS"", ""arn"": ""arn:aws:iam::022318916157:role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa"", ""accountId"": ""022318916157"", ""userName"": ""AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa""}, ""webIdFederationData"": {}, ""attributes"": {""creationDate"": ""2023-07-13T15:47:03Z"", ""mfaAuthenticated"": ""false""}}}","2023-07-13T15:57:12Z","notifications.amazonaws.com","ListNotificationHubs","us-east-1","129.205.124.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",,,"998fe810-33d3-4873-b91b-d5a78a148a0e","0ad8ccde-44a7-4991-a204-f7e59f07d711","true","AwsApiCall","true","022318916157","Management",,,,"AccessDenied",,,,,"us-east-1","2023","07","13"
"1.08","{""type"": ""AssumedRole"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS:29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""arn"": ""arn:aws:sts::022318916157:assumed-role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa/29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""accountId"": ""022318916157"", ""accessKeyId"": ""ASIAQKMSPUI64ZA7NBY6"", ""sessionContext"": {""sessionIssuer"": {""type"": ""Role"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS"", ""arn"": ""arn:aws:iam::022318916157:role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa"", ""accountId"": ""022318916157"", ""userName"": ""AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa""}, ""webIdFederationData"": {}, ""attributes"": {""creationDate"": ""2023-07-13T15:47:03Z"", ""mfaAuthenticated"": ""false""}}}","2023-07-13T15:57:14Z","notifications.amazonaws.com","ListNotificationHubs","us-east-1","129.205.124.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",,,"2179e457-b462-4797-a29a-dfcf843d7e03","cc1b6805-96d7-433d-82fd-a4a186d24534","true","AwsApiCall","true","022318916157","Management",,,,"AccessDenied",,,,,"us-east-1","2023","07","13"
"1.08","{""type"": ""AssumedRole"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS:29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""arn"": ""arn:aws:sts::022318916157:assumed-role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa/29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""accountId"": ""022318916157"", ""accessKeyId"": ""ASIAQKMSPUI6YEZYJO5M"", ""sessionContext"": {""sessionIssuer"": {""type"": ""Role"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS"", ""arn"": ""arn:aws:iam::022318916157:role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa"", ""accountId"": ""022318916157"", ""userName"": ""AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa""}, ""attributes"": {""creationDate"": ""2023-07-13T15:47:03Z"", ""mfaAuthenticated"": ""false""}}}","2023-07-13T15:57:09Z","lakeformation.amazonaws.com","ListPermissions","us-east-1","129.205.124.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36","{""principal"": {""dataLakePrincipalIdentifier"": ""EVERYONE""}, ""resource"": {""catalog"": {}}}",,"4d9d68ad-f8d1-4403-94e6-16f32064d966","cd741c47-0dde-4b9f-abc8-a09547666c91","true","AwsApiCall","true","022318916157","Management","{""tlsVersion"": ""TLSv1.3"", ""cipherSuite"": ""TLS_AES_128_GCM_SHA256"", ""clientProvidedHostHeader"": ""glue.us-east-1.amazonaws.com""}",,,"AccessDenied","Resource does not exist or requester is not authorized to access requested permissions.","true",,,"us-east-1","2023","07","13"
"1.08","{""type"": ""AssumedRole"", ""principalId"": ""AROAQKMSPUI6SD5SW6ZF4:GlueSession"", ""arn"": ""arn:aws:sts::022318916157:assumed-role/LakeFormationWorkflowRole/GlueSession"", ""accountId"": ""022318916157"", ""accessKeyId"": ""ASIAQKMSPUI6YF2E72Q3"", ""sessionContext"": {""sessionIssuer"": {""type"": ""Role"", ""principalId"": ""AROAQKMSPUI6SD5SW6ZF4"", ""arn"": ""arn:aws:iam::022318916157:role/LakeFormationWorkflowRole"", ""accountId"": ""022318916157"", ""userName"": ""LakeFormationWorkflowRole""}, ""attributes"": {""creationDate"": ""2023-07-13T16:33:32Z"", ""mfaAuthenticated"": ""false""}}, ""invokedBy"": ""glue.amazonaws.com""}","2023-07-13T16:33:32Z","glue.amazonaws.com","GetWorkflow","us-east-1","glue.amazonaws.com","glue.amazonaws.com","{""name"": ""lf-cloudtrail-workflow""}",,"3fc5e728-2215-4d41-a1fe-b7cc65b8264d","23671322-a8bd-4b35-bed9-59a9cd3d60a5","true","AwsApiCall","true","022318916157","Management",,,,"EntityNotFoundException","Entity not found",,,,"us-east-1","2023","07","13"
"1.08","{""type"": ""AssumedRole"", ""principalId"": ""AROAQKMSPUI6SD5SW6ZF4:AWS-Crawler"", ""arn"": ""arn:aws:sts::022318916157:assumed-role/LakeFormationWorkflowRole/AWS-Crawler"", ""accountId"": ""022318916157"", ""accessKeyId"": ""ASIAQKMSPUI6UKMW6T5T"", ""sessionContext"": {""sessionIssuer"": {""type"": ""Role"", ""principalId"": ""AROAQKMSPUI6SD5SW6ZF4"", ""arn"": ""arn:aws:iam::022318916157:role/LakeFormationWorkflowRole"", ""accountId"": ""022318916157"", ""userName"": ""LakeFormationWorkflowRole""}, ""attributes"": {""creationDate"": ""2023-07-13T16:37:21Z"", ""mfaAuthenticated"": ""false""}}, ""invokedBy"": ""glue.amazonaws.com""}","2023-07-13T16:37:34Z","glue.amazonaws.com","GetTable","us-east-1","glue.amazonaws.com","glue.amazonaws.com","{""databaseName"": ""cloudtraillogs-db"", ""name"": ""_lab_cloudtrail""}",,"7f009795-fcb0-4a27-9d73-956b725ed48e","7dbcc2c4-c819-4413-8798-0a835856a31b","true","AwsApiCall","true","022318916157","Management",,,,"EntityNotFoundException","Table _lab_cloudtrail not found.",,"{""insufficientLakeFormationPermissions"": [], ""lakeFormationPrincipal"": ""arn:aws:iam::022318916157:role/LakeFormationWorkflowRole""}",,"us-east-1","2023","07","13"
"1.08","{""type"": ""AssumedRole"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS:29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""arn"": ""arn:aws:sts::022318916157:assumed-role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa/29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""accountId"": ""022318916157"", ""accessKeyId"": ""ASIAQKMSPUI67XDE44OV"", ""sessionContext"": {""sessionIssuer"": {""type"": ""Role"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS"", ""arn"": ""arn:aws:iam::022318916157:role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa"", ""accountId"": ""022318916157"", ""userName"": ""AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa""}, ""webIdFederationData"": {}, ""attributes"": {""creationDate"": ""2023-07-13T15:47:03Z"", ""mfaAuthenticated"": ""false""}}}","2023-07-13T16:36:14Z","notifications.amazonaws.com","ListNotificationHubs","us-east-1","129.205.124.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",,,"831eba1b-467e-4966-8fd3-5b462c9059b9","4b9f3d0c-e59a-401d-8847-1df73dfb23fa","true","AwsApiCall","true","022318916157","Management",,,,"AccessDenied",,,,,"us-east-1","2023","07","13"
"1.08","{""type"": ""AssumedRole"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS:29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""arn"": ""arn:aws:sts::022318916157:assumed-role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa/29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""accountId"": ""022318916157"", ""accessKeyId"": ""ASIAQKMSPUI67XDE44OV"", ""sessionContext"": {""sessionIssuer"": {""type"": ""Role"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS"", ""arn"": ""arn:aws:iam::022318916157:role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa"", ""accountId"": ""022318916157"", ""userName"": ""AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa""}, ""webIdFederationData"": {}, ""attributes"": {""creationDate"": ""2023-07-13T15:47:03Z"", ""mfaAuthenticated"": ""false""}}}","2023-07-13T16:36:12Z","notifications.amazonaws.com","ListNotificationHubs","us-east-1","129.205.124.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",,,"80a49cfb-47f8-4545-99ae-5522017ac30d","e9d11dab-8245-4b06-b452-dc3521640535","true","AwsApiCall","true","022318916157","Management",,,,"AccessDenied",,,,,"us-east-1","2023","07","13"
"1.08","{""type"": ""AssumedRole"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS:29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""arn"": ""arn:aws:sts::022318916157:assumed-role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa/29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""accountId"": ""022318916157"", ""accessKeyId"": ""ASIAQKMSPUI67XDE44OV"", ""sessionContext"": {""sessionIssuer"": {""type"": ""Role"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS"", ""arn"": ""arn:aws:iam::022318916157:role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa"", ""accountId"": ""022318916157"", ""userName"": ""AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa""}, ""webIdFederationData"": {}, ""attributes"": {""creationDate"": ""2023-07-13T15:47:03Z"", ""mfaAuthenticated"": ""false""}}}","2023-07-13T16:36:17Z","notifications.amazonaws.com","ListNotificationHubs","us-east-1","129.205.124.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",,,"a2263a5a-fdd0-4d4a-ba9c-1d1ffbbbf60b","5cc5161d-7f64-4b62-a001-19ba28f17671","true","AwsApiCall","true","022318916157","Management",,,,"AccessDenied",,,,,"us-east-1","2023","07","13"
"1.08","{""type"": ""AssumedRole"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS:29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""arn"": ""arn:aws:sts::022318916157:assumed-role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa/29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""accountId"": ""022318916157"", ""accessKeyId"": ""ASIAQKMSPUI67XDE44OV"", ""sessionContext"": {""sessionIssuer"": {""type"": ""Role"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS"", ""arn"": ""arn:aws:iam::022318916157:role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa"", ""accountId"": ""022318916157"", ""userName"": ""AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa""}, ""webIdFederationData"": {}, ""attributes"": {""creationDate"": ""2023-07-13T15:47:03Z"", ""mfaAuthenticated"": ""false""}}}","2023-07-13T16:36:13Z","notifications.amazonaws.com","ListNotificationHubs","us-east-1","129.205.124.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",,,"cd50bed7-1b08-4ac2-a1a7-99bbbe5a940f","e96e414a-1790-4c7c-934c-53865f2f0d83","true","AwsApiCall","true","022318916157","Management",,,,"AccessDenied",,,,,"us-east-1","2023","07","13"
"1.08","{""type"": ""AssumedRole"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS:29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""arn"": ""arn:aws:sts::022318916157:assumed-role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa/29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""accountId"": ""022318916157"", ""accessKeyId"": ""ASIAQKMSPUI67XDE44OV"", ""sessionContext"": {""sessionIssuer"": {""type"": ""Role"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS"", ""arn"": ""arn:aws:iam::022318916157:role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa"", ""accountId"": ""022318916157"", ""userName"": ""AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa""}, ""webIdFederationData"": {}, ""attributes"": {""creationDate"": ""2023-07-13T15:47:03Z"", ""mfaAuthenticated"": ""false""}}}","2023-07-13T16:36:22Z","notifications.amazonaws.com","ListNotificationHubs","us-east-1","129.205.124.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",,,"1a2e4eb3-5d9a-4d8f-a415-56425758ee9e","e424b629-75c6-4ef0-983e-1e378f9a5509","true","AwsApiCall","true","022318916157","Management",,,,"AccessDenied",,,,,"us-east-1","2023","07","13"
"1.08","{""type"": ""AssumedRole"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS:29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""arn"": ""arn:aws:sts::022318916157:assumed-role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa/29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""accountId"": ""022318916157"", ""accessKeyId"": ""ASIAQKMSPUI67XDE44OV"", ""sessionContext"": {""sessionIssuer"": {""type"": ""Role"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS"", ""arn"": ""arn:aws:iam::022318916157:role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa"", ""accountId"": ""022318916157"", ""userName"": ""AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa""}, ""webIdFederationData"": {}, ""attributes"": {""creationDate"": ""2023-07-13T15:47:03Z"", ""mfaAuthenticated"": ""false""}}}","2023-07-13T16:36:26Z","notifications.amazonaws.com","ListNotificationHubs","us-east-1","129.205.124.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",,,"98faeb4d-153f-4896-8310-e4bb0e313bdb","e5e782ce-22d2-44d3-80bf-4d1da6e5eee7","true","AwsApiCall","true","022318916157","Management",,,,"AccessDenied",,,,,"us-east-1","2023","07","13"
"1.08","{""type"": ""AssumedRole"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS:29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""arn"": ""arn:aws:sts::022318916157:assumed-role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa/29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""accountId"": ""022318916157"", ""accessKeyId"": ""ASIAQKMSPUI67XDE44OV"", ""sessionContext"": {""sessionIssuer"": {""type"": ""Role"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS"", ""arn"": ""arn:aws:iam::022318916157:role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa"", ""accountId"": ""022318916157"", ""userName"": ""AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa""}, ""webIdFederationData"": {}, ""attributes"": {""creationDate"": ""2023-07-13T15:47:03Z"", ""mfaAuthenticated"": ""false""}}}","2023-07-13T16:36:24Z","notifications.amazonaws.com","ListNotificationHubs","us-east-1","129.205.124.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",,,"f728cf11-48ab-4556-91eb-013e8925be15","49fce776-8c66-4724-9382-6afeab1cf12a","true","AwsApiCall","true","022318916157","Management",,,,"AccessDenied",,,,,"us-east-1","2023","07","13"
"1.08","{""type"": ""AssumedRole"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS:29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""arn"": ""arn:aws:sts::022318916157:assumed-role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa/29e32d98-34dc-411a-a712-8c6fb0d3e559"", ""accountId"": ""022318916157"", ""accessKeyId"": ""ASIAQKMSPUI67XDE44OV"", ""sessionContext"": {""sessionIssuer"": {""type"": ""Role"", ""principalId"": ""AROAQKMSPUI6Z7Z74VTDS"", ""arn"": ""arn:aws:iam::022318916157:role/AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa"", ""accountId"": ""022318916157"", ""userName"": ""AWSLabsUser-bmXMMA3KBZAgCG8JZBiwVa""}, ""webIdFederationData"": {}, ""attributes"": {""creationDate"": ""2023-07-13T15:47:03Z"", ""mfaAuthenticated"": ""false""}}}","2023-07-13T16:36:25Z","notifications.amazonaws.com","ListNotificationHubs","us-east-1","129.205.124.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",,,"332513d1-c75b-479d-a1a1-ffc3571cae15","aa837b04-fe1a-4e8b-b4a8-c111a4320ede","true","AwsApiCall","true","022318916157","Management",,,,"AccessDenied",,,,,"us-east-1","2023","07","13"
